"QID","value","article"
"Q51702","LHQX-6NZ","https://en.wikipedia.org/wiki/Margaret_Hutchinson_Rousseau"
"Q51989","KCW3-LTG","https://en.wikipedia.org/wiki/Johann_Gottfried_Schadow"
"Q57100","M3DF-2SC","https://en.wikipedia.org/wiki/Maria_Goeppert_Mayer"
"Q57145","LYTC-V4V","https://en.wikipedia.org/wiki/Karl_Schwarzschild"
"Q57164","LJ21-ZNJ","https://en.wikipedia.org/wiki/Friedrich_Georg_Wilhelm_von_Struve"
"Q58847","LJ21-83Z","https://en.wikipedia.org/wiki/Otto_Wilhelm_von_Struve"
"Q61836","LJLS-YDD","https://en.wikipedia.org/wiki/Hermann_von_Struve"
"Q63460","LZXB-TXL","https://en.wikipedia.org/wiki/Henriette_Herz"
"Q64451","MHD7-7RK","https://en.wikipedia.org/wiki/Ludwig_von_Struve"
"Q64464","LK3H-TGZ","https://en.wikipedia.org/wiki/Georg_Adolf_Erman"
"Q65989","9MC4-HW2","https://en.wikipedia.org/wiki/Wolfgang_Pauli"
"Q80530","LHDH-3TM","https://en.wikipedia.org/wiki/Hoyt_Axton"
"Q124079","M1PC-2YG","https://en.wikipedia.org/wiki/Walther_Ritz"
"Q129087","KL73-1BG","https://en.wikipedia.org/wiki/Ethel_Merman"
"Q152306","2DXK-QCN","https://en.wikipedia.org/wiki/Carl_Gustaf_Emil_Mannerheim"
"Q175745","LJ6V-SWM","https://en.wikipedia.org/wiki/Allan_Houser"
"Q175759","LZV8-38B","https://en.wikipedia.org/wiki/Patti_Page"
"Q178250","LBG5-Y5Q","https://en.wikipedia.org/wiki/Chester_Gould"
"Q187258","K8KY-PFY","https://en.wikipedia.org/wiki/Anders_Jonas_%C3%85ngstr%C3%B6m"
"Q213537","K67R-HBH","https://en.wikipedia.org/wiki/Ulrich_von_Hassell"
"Q234275","LZ6Q-HKN","https://en.wikipedia.org/wiki/Lucy_Webb_Hayes"
"Q237639","G293-PPP","https://en.wikipedia.org/wiki/Radclyffe_Hall"
"Q256916","GG96-PZW","https://en.wikipedia.org/wiki/Fiona_Graham"
"Q261065","GL8B-RHV","https://en.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Britton"
"Q264389","KVVH-PJ7","https://en.wikipedia.org/wiki/Wiley_Post"
"Q274081","LZGB-2BK","https://en.wikipedia.org/wiki/Darla_Hood"
"Q279157","L5Z7-WBZ","https://en.wikipedia.org/wiki/Mike_Monroney"
"Q286717","LBYG-9MK","https://en.wikipedia.org/wiki/Tony_Randall"
"Q328594","K41V-K7Y","https://en.wikipedia.org/wiki/Nellie_Fox"
"Q330126","KP4L-N9R","https://en.wikipedia.org/wiki/Abraham_Jefferson_Seay"
"Q349166","9FJY-2XC","https://en.wikipedia.org/wiki/Ben_Johnson_(actor)"
"Q360747","LZJQ-LDL","https://en.wikipedia.org/wiki/J%C3%A1n_Popluh%C3%A1r"
"Q361900","KZ32-FTL","https://en.wikipedia.org/wiki/Roderick_Murchison"
"Q365518","LK4X-2HL","https://en.wikipedia.org/wiki/Jaroslav_Drobn%C3%BD"
"Q380723","K67Z-MTJ","https://en.wikipedia.org/wiki/Hart_Crane"
"Q439655","MLCL-25B","https://en.wikipedia.org/wiki/Estelle_Taylor"
"Q460366","L4SV-F8N","https://en.wikipedia.org/wiki/Mary_Roberts_Rinehart"
"Q469125","GM8F-5VK","https://en.wikipedia.org/wiki/Kay_Starr"
"Q507425","MPVL-6JJ","https://en.wikipedia.org/wiki/Schuyler_Wheeler"
"Q509093","GQ17-GSW","https://en.wikipedia.org/wiki/Tom_Coburn"
"Q510424","LYBL-4R8","https://en.wikipedia.org/wiki/John_Hutton_Balfour"
"Q519064","K4JC-C3R","https://en.wikipedia.org/wiki/Eleanor_Hallowell_Abbott"
"Q528513","K4TT-PT1","https://en.wikipedia.org/wiki/Alice_Robertson"
"Q531229","LTHP-SK4","https://en.wikipedia.org/wiki/Ed_Edmondson_(politician)"
"Q539626","KV29-CPC","https://en.wikipedia.org/wiki/Perle_Mesta"
"Q542880","964G-15K","https://en.wikipedia.org/wiki/Norma_Smallwood"
"Q546467","KCP7-C83","https://en.wikipedia.org/wiki/Lilian_Braithwaite"
"Q608774","LJKR-WSB","https://en.wikipedia.org/wiki/Anton%C3%ADn_Sova"
"Q615781","LZPM-Q5B","https://en.wikipedia.org/wiki/Paul_Frank_Baer"
"Q643644","9J5C-1LT","https://en.wikipedia.org/wiki/Johan_Fabricius"
"Q710916","KZP8-2J4","https://en.wikipedia.org/wiki/Paul_Waner"
"Q721293","LZV8-Z64","https://en.wikipedia.org/wiki/Mordecai_Meisel"
"Q722409","KCH9-PHS","https://en.wikipedia.org/wiki/August_Sedl%C3%A1%C4%8Dek"
"Q727430","GL79-SYW","https://en.wikipedia.org/wiki/Va%C5%A1o_Patejdl"
"Q741482","LZZS-RLL","https://en.wikipedia.org/wiki/George_Bancroft"
"Q822630","GLPL-Z7Y","https://en.wikipedia.org/wiki/Bernard_Natan"
"Q882854","LR49-6W1","https://en.wikipedia.org/wiki/William_H._Murray"
"Q897249","GSB2-DDP","https://en.wikipedia.org/wiki/Miksa_Falk"
"Q925459","L2YT-B99","https://en.wikipedia.org/wiki/Buddy_Johnson"
"Q943390","GFQR-G9G","https://en.wikipedia.org/wiki/Clu_Gulager"
"Q960949","KVLR-SGG","https://en.wikipedia.org/wiki/John_Philip_Holland"
"Q1045879","KCZL-FR7","https://en.wikipedia.org/wiki/Carter_Glass"
"Q1099836","L2K3-GPT","https://en.wikipedia.org/wiki/Clem_McSpadden"
"Q1252049","LYH8-W5M","https://en.wikipedia.org/wiki/Douglas_Blubaugh"
"Q1333546","G9HJ-G4J","https://en.wikipedia.org/wiki/Thomas_Bowdler"
"Q1349284","LWXM-TM7","https://en.wikipedia.org/wiki/Sheb_Wooley"
"Q1370317","M9SW-L91","https://en.wikipedia.org/wiki/Henry_Yule"
"Q1396046","G2B4-33S",NA
"Q1457777","GJSR-669",NA
"Q1508082","G2T7-RN1","https://en.wikipedia.org/wiki/George_Placzek"
"Q1530732","G9HH-RTL","https://en.wikipedia.org/wiki/Glen_D._Johnson"
"Q1664273","9V9N-3H6","https://en.wikipedia.org/wiki/Joseph_J._Clark"
"Q1691752","LR1T-ND1","https://en.wikipedia.org/wiki/Joel_T._Headley"
"Q1755024","LHDH-339","https://en.wikipedia.org/wiki/Mae_Boren_Axton"
"Q1781786","LDM5-F3S","https://en.wikipedia.org/wiki/Somerled"
"Q1846089","GW1M-KVZ","https://en.wikipedia.org/wiki/Ambrose_McEvoy"
"Q1933553","9SMD-FS9","https://en.wikipedia.org/wiki/Mike_Synar"
"Q2158334","L1QS-L58","https://en.wikipedia.org/wiki/Ernie_Barnes"
"Q2167593","LK5C-PZP","https://en.wikipedia.org/wiki/Ross_Flood"
"Q2185402","GLNZ-62B",NA
"Q2348311","G7D8-V35","https://en.wikipedia.org/wiki/Jerrie_Cobb"
"Q2363929","LYVF-7XN",NA
"Q2571824","KC9D-JMJ","https://en.wikipedia.org/wiki/Wilhelm_Balmer"
"Q2662652","M6NW-3KK","https://en.wikipedia.org/wiki/John_Downman"
"Q2741721","LZ66-2BZ","https://en.wikipedia.org/wiki/Alexander_Posey"
"Q2899248","LZWQ-T19","https://en.wikipedia.org/wiki/Bertha_Knight_Landes"
"Q2920845","G2T1-V67","https://en.wikipedia.org/wiki/John_E._Otto"
"Q2943694","GG9C-1Y8","https://en.wikipedia.org/wiki/Cecil_Gould"
"Q3068161","LJQS-CJ3",NA
"Q3101459","GLW8-2X7","https://en.wikipedia.org/wiki/George_Cansdale"
"Q3180083","GLF5-QQM","https://en.wikipedia.org/wiki/Joe_Higgins_(actor)"
"Q3355468","GLSQ-JCZ","https://en.wikipedia.org/wiki/Elise_Ottesen-Jensen"
"Q3419516","M1PC-219","https://en.wikipedia.org/wiki/Raphael_Ritz"
"Q3453274","GG9Z-SQS","https://en.wikipedia.org/wiki/Rupert_Gould"
"Q3525500","L2SY-5TP","https://en.wikipedia.org/wiki/Thomas_Rackett"
"Q4019927","MMYZ-GB8","https://en.wikipedia.org/wiki/William_Ascroft"
"Q4346764","LLCZ-L3P","https://en.wikipedia.org/wiki/Willem_Jan_Derx"
"Q4480343","GZ53-DHX","https://en.wikipedia.org/wiki/Jan_Fabricius"
"Q4506169","LB2S-QV1","https://en.wikipedia.org/wiki/George_Lorenzo_Zundel"
"Q4648276","9V21-RMS","https://en.wikipedia.org/wiki/A._R._B._Shuttleworth"
"Q4673053","K8FL-JVG","https://en.wikipedia.org/wiki/Acee_Blue_Eagle"
"Q4718386","K8JM-NVC","https://en.wikipedia.org/wiki/Alexander_Bliss"
"Q4732530","GNWK-5X4","https://en.wikipedia.org/wiki/Allie_Reynolds"
"Q4867957","LZGR-BCY","https://en.wikipedia.org/wiki/Bass_Reeves"
"Q4885733","941J-9T7","https://en.wikipedia.org/wiki/Ben_Graf_Henneke"
"Q4896135","K2NN-X5V","https://en.wikipedia.org/wiki/Clarence_L._Tinker"
"Q4962829","GL6X-GBR","https://en.wikipedia.org/wiki/Berit_Lindholm"
"Q5006509","KDST-C4K","https://en.wikipedia.org/wiki/C._Hamilton_Sanford"
"Q5056043","LDTB-C4D","https://en.wikipedia.org/wiki/Cecil_Dick"
"Q5075919","L4ZM-R4P","https://en.wikipedia.org/wiki/Charles_Burton_(theologian)"
"Q5076046","GL3Q-FSZ","https://en.wikipedia.org/wiki/Charles_Callender"
"Q5076354","LYS6-Y1M","https://en.wikipedia.org/wiki/Charles_Coe"
"Q5076920","LHDY-VVN","https://en.wikipedia.org/wiki/Charles_Donovan"
"Q5081457","K8C6-B1X","https://en.wikipedia.org/wiki/Charles_Page"
"Q5218270","GGSC-CNM","https://en.wikipedia.org/wiki/Daniel_Noble_(physician)"
"Q5240069","GSM1-ZDP","https://en.wikipedia.org/wiki/David_Stephens_(parliamentary_official)"
"Q5266901","L14C-KQQ","https://en.wikipedia.org/wiki/Devereux_Milburn"
"Q5379309","GV98-GBG","https://en.wikipedia.org/wiki/Enoch_Kelly_Haney"
"Q5394596","LD8F-2XM","https://en.wikipedia.org/wiki/Ernie_Liffiton"
"Q5401259","G21B-V3N","https://en.wikipedia.org/wiki/Esther_Newton"
"Q5460746","MQ1R-JF6","https://en.wikipedia.org/wiki/Florence_Peshine_Eagleton"
"Q5460746","GWCX-1YY","https://en.wikipedia.org/wiki/Florence_Peshine_Eagleton"
"Q5479909","M7XB-BSS","https://en.wikipedia.org/wiki/Francis_A._Hendry"
"Q5490142","LCRX-KBV","https://en.wikipedia.org/wiki/Frank_W._Cyr"
"Q5491531","9N2B-C4Q","https://en.wikipedia.org/wiki/Franklin_Gritts"
"Q5494575","G8TN-S9J","https://en.wikipedia.org/wiki/Fred_Beaver"
"Q5496322","GDNJ-WWH","https://en.wikipedia.org/wiki/Fred_Spinks"
"Q5539228","GW4B-LL8","https://en.wikipedia.org/wiki/George_Fellowes_Prynne"
"Q5545172","K679-VT2","https://en.wikipedia.org/wiki/George_Thompson_(shipowner)"
"Q5621561","K81V-7S7","https://en.wikipedia.org/wiki/Gustavus_Hines"
"Q5648504","LKBX-L6S","https://en.wikipedia.org/wiki/Hank_Wyse"
"Q5702149","MWB5-M7H","https://en.wikipedia.org/wiki/Helen_Donald-Smith"
"Q5734103","KC38-HG9","https://en.wikipedia.org/wiki/Herbert_Fleishhacker"
"Q5825508","LHZZ-YH8","https://en.wikipedia.org/wiki/Webb_Hayes"
"Q5901748","LWD2-VXJ","https://en.wikipedia.org/wiki/Horace_G._Wadlin"
"Q5980441","GG39-LX9","https://en.wikipedia.org/wiki/Iain_Fraoch_MacDonald"
"Q6076653","LD56-VJH","https://en.wikipedia.org/wiki/Isaac_Lane"
"Q6111524","GH73-SW4","https://en.wikipedia.org/wiki/Jack_C._Montgomery"
"Q6130008","G7SZ-6SG","https://en.wikipedia.org/wiki/James_Boren"
"Q6143709","LCY3-BL5","https://en.wikipedia.org/wiki/James_Stopford,_1st_Earl_of_Courtown"
"Q6144874","9HVW-BCW","https://en.wikipedia.org/wiki/James_W._Parker"
"Q6151185","K425-HZN","https://en.wikipedia.org/wiki/Jane_Bowdler"
"Q6185997","LLWX-WLB","https://en.wikipedia.org/wiki/Jess_Pike"
"Q6205125","GLT7-F4T","https://en.wikipedia.org/wiki/Joan_Hill"
"Q6222856","LTYT-7VD","https://en.wikipedia.org/wiki/John_Bradford_(printer)"
"Q6251609","GMBK-CYS","https://en.wikipedia.org/wiki/John_P._Jaeckel"
"Q6262317","K8WL-5TG","https://en.wikipedia.org/wiki/John_W._Haussermann"
"Q6282945","9JGN-QNF","https://en.wikipedia.org/wiki/Joseph_Ewart"
"Q6309837","9C1D-BZY","https://en.wikipedia.org/wiki/Julius_Harburger"
"Q6780875","GXNM-DKK","https://en.wikipedia.org/wiki/Mary_V._Austin"
"Q6790553","GL9V-GYL","https://en.wikipedia.org/wiki/Matthew_Gibney"
"Q6915392","GMX6-M42","https://en.wikipedia.org/wiki/Moscelyne_Larkin"
"Q7050355","LTMV-PBG","https://en.wikipedia.org/wiki/Norbert_Pearlroth"
"Q7052245","LN9H-HSR","https://en.wikipedia.org/wiki/Norman_G._Baker"
"Q7072119","G67B-2CG","https://en.wikipedia.org/wiki/O._H._Irish"
"Q7087157","MW4B-JCX","https://en.wikipedia.org/wiki/Olive_Griffith_Stull"
"Q7105985","GSJM-639","https://en.wikipedia.org/wiki/Oscar_Frederick_Nelson"
"Q7184540","LYVW-D8T","https://en.wikipedia.org/wiki/Philip_Werner_Amram"
"Q7298057","9VRT-PYD","https://en.wikipedia.org/wiki/Ray_S._Tomlin"
"Q7323402","L2Y6-HW8","https://en.wikipedia.org/wiki/Rich_Owens_(corrections_officer)"
"Q7347524","LH3X-N4Q","https://en.wikipedia.org/wiki/Robert_McGill_Loughridge"
"Q7363187","LDJ5-BKY","https://en.wikipedia.org/wiki/Romeyn_Berry"
"Q7369307","L7L1-9TY","https://en.wikipedia.org/wiki/Ross_E._Rowell"
"Q7387656","MCK8-36B","https://en.wikipedia.org/wiki/S._M._I._Henry"
"Q7407323","G8G1-724","https://en.wikipedia.org/wiki/Sam_Claphan"
"Q7412708","GHBD-3ZZ","https://en.wikipedia.org/wiki/Samuel_Stocks"
"Q7412967","LCFC-DPF","https://en.wikipedia.org/wiki/Samuel_Worcester"
"Q7427277","G21B-Y6Q","https://en.wikipedia.org/wiki/Saul_B._Newton"
"Q7440689","LLMM-56V","https://en.wikipedia.org/wiki/Seaman_A._Knapp"
"Q7555497","LZBS-FX4","https://en.wikipedia.org/wiki/Sol_Butler"
"Q7615347","945L-S7R","https://en.wikipedia.org/wiki/Steven_van_Voorhees"
"Q7668165","LYWC-TD5","https://en.wikipedia.org/wiki/T._C._Cannon"
"Q7790033","2RHM-G6N","https://en.wikipedia.org/wiki/Thomas_Gilcrease"
"Q7945943","LYPC-DG7","https://en.wikipedia.org/wiki/W._Richard_West_Sr."
"Q7965771","KHXL-QMF","https://en.wikipedia.org/wiki/Walter_P._Zeller"
"Q8003493","MSLC-46V","https://en.wikipedia.org/wiki/Willard_Stone"
"Q8005002","KV29-CGN","https://en.wikipedia.org/wiki/William_Balser_Skirvin"
"Q8005503","GWYS-5JM","https://en.wikipedia.org/wiki/William_Best,_2nd_Baron_Wynford"
"Q8007159","9KVD-R91","https://en.wikipedia.org/wiki/William_Couch"
"Q8023184","9F8T-MN3","https://en.wikipedia.org/wiki/Wilson_Rawls"
"Q8037276","KVG3-TNX","https://en.wikipedia.org/wiki/Worthy_S._Streator"
"Q8062431","L1Y7-4VJ","https://en.wikipedia.org/wiki/Yvonne_Chouteau"
"Q8836264","9QRY-XW7","https://en.wikipedia.org/wiki/Lloyd_Waner"
"Q9012402","G8WJ-KM7","https://en.wikipedia.org/wiki/John_A._Mackay"
"Q10289120","G4LH-DBN",NA
"Q10393706","MM7V-XMS",NA
"Q11832471","GM8D-7JC","https://en.wikipedia.org/wiki/Mozelle_Britton"
"Q11850387","LYJW-24N",NA
"Q12025645","GLQ7-HKB",NA
"Q12032980","MR11-T7Z",NA
"Q12044274","GLCS-LST",NA
"Q13533394","LR7W-ZDK","https://en.wikipedia.org/wiki/Henry_B._Wimbush"
"Q14945569","9675-HH7","https://en.wikipedia.org/wiki/Robert_Rawstorne"
"Q14948968","9C7Q-RQM","https://en.wikipedia.org/wiki/Alexander_Kinnear,_1st_Baron_Kinnear"
"Q15436571","GQ9Q-FYV",NA
"Q15439925","99VL-FLL","https://en.wikipedia.org/wiki/Henry_Hemphill"
"Q15444985","G6ZJ-MR4",NA
"Q15485941","L7J2-3S3","https://en.wikipedia.org/wiki/Aaron_Goodrich"
"Q15490687","KNDM-ZLQ","https://en.wikipedia.org/wiki/Jock_Delves_Broughton"
"Q15857672","9MR2-PR2",NA
"Q15917086","L83T-LD5","https://en.wikipedia.org/wiki/W._W._Keeler"
"Q15994310","L6GS-8QJ","https://en.wikipedia.org/wiki/Henry_Blunt_(chemist)"
"Q15997942","L4KQ-8CS","https://en.wikipedia.org/wiki/Percival_Hall-Thompson"
"Q15999697","K2LP-P1H","https://en.wikipedia.org/wiki/Henry_Skinner_West"
"Q16000283","GVWV-4MR","https://en.wikipedia.org/wiki/James_A._Higgins"
"Q16031557","9C7D-RWK","https://en.wikipedia.org/wiki/Horace_Farquhar,_1st_Earl_Farquhar"
"Q16031562","GG9Z-35Q","https://en.wikipedia.org/wiki/William_Monk_Gould"
"Q16058474","GCKG-H6S","https://en.wikipedia.org/wiki/A._C._Hamlin"
"Q16062542","LRWG-TJ9","https://en.wikipedia.org/wiki/Willem_George_Frederik_Derx"
"Q16062818","MSW3-8SB","https://en.wikipedia.org/wiki/Joshua_Westhead"
"Q16066348","M4BG-S5H","https://en.wikipedia.org/wiki/Anthony_van_der_Eb"
"Q16199118","KCDK-BRN","https://en.wikipedia.org/wiki/Walter_Rye"
"Q16219323","GLQ4-WLF",NA
"Q16557074","LXPN-873","https://en.wikipedia.org/wiki/Harriet_Exline_Frizzell"
"Q16861999","KZSR-2X1",NA
"Q17009129","LTFS-G3K","https://en.wikipedia.org/wiki/Marion_Edwards_Park"
"Q17627057","L16S-5ZK","https://en.wikipedia.org/wiki/Digby_Shuttleworth"
"Q18508137","LT5Y-ZLS","https://en.wikipedia.org/wiki/Eleanor_Cunningham_Bannister"
"Q18527528","GHNR-BB7","https://en.wikipedia.org/wiki/George_Rundle_Prynne"
"Q18529788","M3RJ-MVZ",NA
"Q18553025","MGSF-8HW",NA
"Q18576043","94LK-QD9","https://en.wikipedia.org/wiki/Doris_Mackinnon"
"Q18576985","G2RX-HDG","https://en.wikipedia.org/wiki/Samuel_Sidley"
"Q18671576","MQ3N-GWQ","https://en.wikipedia.org/wiki/James_Heald"
"Q18764259","MGZR-7PT","https://en.wikipedia.org/wiki/James_Sibree"
"Q19326002","LYL8-LP4","https://en.wikipedia.org/wiki/Marion_Wilberforce"
"Q19563673","94LK-QDC","https://en.wikipedia.org/wiki/Esther_Blaikie_MacKinnon"
"Q19629001","GLDQ-1ZV","https://en.wikipedia.org/wiki/Sidi_Boushaki"
"Q19706446","GN5V-17X",NA
"Q19873965","LZ16-MT2","https://en.wikipedia.org/wiki/Zelia_N._Breaux"
"Q20018551","G97M-YZY",NA
"Q20203329","ML95-B7J",NA
"Q20652926","GDSJ-6XB","https://en.wikipedia.org/wiki/William_R._Thompson"
"Q20687528","LTQQ-8Y1","https://en.wikipedia.org/wiki/Coert_van_Voorhees"
"Q20965551","M7H6-65C","https://en.wikipedia.org/wiki/Addison_N._Scurlock"
"Q21021867","9HKS-8N2",NA
"Q21288582","G2TN-NWF",NA
"Q21387618","L1K9-N5G",NA
"Q21387623","L1K9-KJS",NA
"Q21391052","LYLP-R17",NA
"Q21392430","GXGG-8CY",NA
"Q21392622","LHDJ-XRR",NA
"Q21394163","GCBB-3DK",NA
"Q21453383","LH38-F8X",NA
"Q21454811","G3GN-HBK",NA
"Q21457476","G49N-KX1",NA
"Q21457738","GW1M-5VL","https://en.wikipedia.org/wiki/Mary_McEvoy_(artist)"
"Q21460371","9JS3-48C",NA
"Q21461420","LTZ8-ZFX",NA
"Q21462582","KH5C-VSX",NA
"Q21462622","L8CV-4J7",NA
"Q21463286","9KB3-JSW",NA
"Q21464740","GCJP-SFS","https://en.wikipedia.org/wiki/Edward_Stott"
"Q21464806","L5RG-74Q",NA
"Q21466453","L61J-K6J",NA
"Q21511310","L2DM-4PS",NA
"Q21516485","9VR6-T8Y",NA
"Q21519454","9J8N-6MY",NA
"Q21522642","LCKR-X84","https://en.wikipedia.org/wiki/Kittie_Fenley_Parker"
"Q21552301","G8SL-LL8",NA
"Q21555632","M4RG-BHP",NA
"Q21555632","MJ47-YQP",NA
"Q21609363","G9J9-8JY",NA
"Q21997043","GSH2-RML","https://en.wikipedia.org/wiki/George_T._Masuda"
"Q22019480","LRYJ-9BT","https://en.wikipedia.org/wiki/Charlotte_De_Bernier_Taylor"
"Q22103350","GMNY-4HF",NA
"Q22108609","K266-JBS",NA
"Q23041044","LYJW-V7M",NA
"Q24205953","GLD7-1X8","https://en.wikipedia.org/wiki/Mohamed_Seghir_Boushaki"
"Q25455059","GLDW-QX4","https://en.wikipedia.org/wiki/Brahim_Boushaki"
"Q25455134","GL83-8BF","https://en.wikipedia.org/wiki/Mustapha_Ishak_Boushaki"
"Q26250845","L63D-ZD1",NA
"Q26763822","KFRM-LLD","https://en.wikipedia.org/wiki/Eunice_Newton_Foote"
"Q27505171","G2RG-MNR",NA
"Q27613733","LLSJ-2VD",NA
"Q27861815","LD74-GDQ","https://en.wikipedia.org/wiki/Cordelia_Stanwood"
"Q27958152","G8NW-RMC","https://en.wikipedia.org/wiki/Kenneth_Murchison"
"Q28793892","KCC5-6W9","https://en.wikipedia.org/wiki/James_Kinnear"
"Q28936494","GLD7-HG3",NA
"Q28976540","K4Z5-758","https://en.wikipedia.org/wiki/Letitia_Mumford_Geer"
"Q29054748","MB6R-TGN","https://en.wikipedia.org/wiki/Edwards_A._Park_(doctor)"
"Q30157827","GN24-1Z8",NA
"Q36509798","94B3-CCW",NA
"Q38000277","GQ5R-3XL",NA
"Q38201252","LD7S-YVJ",NA
"Q39180534","MCBT-PVP","https://en.wikipedia.org/wiki/Frances_Naomi_Clark"
"Q41042583","LYQX-CBN","https://en.wikipedia.org/wiki/Tessie_Mobley"
"Q41714069","MX47-TC3",NA
"Q42331664","GLDW-MKG","https://en.wikipedia.org/wiki/Yahia_Boushaki_(Shahid)"
"Q42597106","G2TD-CLD","https://en.wikipedia.org/wiki/Florence_Walton"
"Q42620343","GG4S-MK4",NA
"Q42716607","MCBT-PVJ",NA
"Q43371054","L4TW-FQM","https://en.wikipedia.org/wiki/Mary_De_la_Beche_Nicholl"
"Q43476852","GLJL-5G6","https://en.wikipedia.org/wiki/Mary_Glowrey"
"Q45107526","GLD7-HHS",NA
"Q45214718","KZSW-62K",NA
"Q46998243","LHZ3-HXJ",NA
"Q47044502","K81X-QLY","https://en.wikipedia.org/wiki/Ida_M._Eliot"
"Q50551817","MDPG-SYP","https://en.wikipedia.org/wiki/John_Mack_(Serampore)"
"Q51051504","M2SJ-KF5","https://en.wikipedia.org/wiki/Emma_Hutchinson"
"Q51123420","2MJ7-71S",NA
"Q52149527","KCXX-Y19",NA
"Q52398490","L7KQ-1FK","https://en.wikipedia.org/wiki/Harvey_K._Hines"
"Q53506217","GZRZ-PRD",NA
"Q55070601","GLWN-GN2","https://en.wikipedia.org/wiki/Pierre_Petit_(photographer)"
"Q55127804","299M-KYX","https://en.wikipedia.org/wiki/Jane_Sophia_Appleton"
"Q55193241","G8XB-6TS",NA
"Q55519845","9KB3-9QZ",NA
"Q55720069","K4RH-9GT",NA
"Q55720162","MC6K-GD5",NA
"Q55846526","9998-B3G",NA
"Q56181487","97F7-C44","https://en.wikipedia.org/wiki/J._F._Morris"
"Q56650054","LK5V-DPN",NA
"Q57323004","GLN8-W4H",NA
"Q57395996","M4CN-ZV4","https://en.wikipedia.org/wiki/Martha_Bensley_Bru%C3%A8re"
"Q57460943","G8GS-4PD",NA
"Q57729511","KCMT-JKZ","https://en.wikipedia.org/wiki/Susie_M._Barstow"
"Q59220981","GF38-L55",NA
"Q59570531","G2YK-ZYC",NA
"Q59656448","GLZ7-GGF","https://en.wikipedia.org/wiki/Willem_Le_Jeune"
"Q60196457","MPX6-HMY","https://en.wikipedia.org/wiki/Augusta_de_Grasse_Stevens"
"Q60312030","GLYY-VXV",NA
"Q60430678","G29C-JH6",NA
"Q60692478","GKXY-Y6C",NA
"Q60693041","GJJJ-Q33",NA
"Q61314346","L8YY-CVK","https://en.wikipedia.org/wiki/Ragnhildis_Olafsdottir"
"Q61855967","LVDD-PZ3","https://en.wikipedia.org/wiki/Richard_Stevens_(lawyer)"
"Q62023098","9XM9-G3J",NA
"Q62086264","LC8P-V61",NA
"Q62569612","LZ1F-RSV",NA
"Q63156440","94QR-RM7",NA
"Q63156441","GWWJ-2JC",NA
"Q63159870","G4Z3-R4M",NA
"Q63965587","GHLD-2JM",NA
"Q63968780","KN6R-CSB",NA
"Q63975107","MR18-ZYL","https://en.wikipedia.org/wiki/Emma_Bourne"
"Q64012032","MVB5-7W5","https://en.wikipedia.org/wiki/Alice_Barbee_Castleman"
"Q64013129","LDFF-MPQ","https://en.wikipedia.org/wiki/Mary_Chandler_Atherton"
"Q64013995","KN73-SSZ",NA
"Q64027500","KCCZ-D9H","https://en.wikipedia.org/wiki/Sarah_A._Colby"
"Q64030694","9X4P-2DS","https://en.wikipedia.org/wiki/Miriam_O%27Leary_Collins"
"Q64138729","GZDY-XCP",NA
"Q64168107","GNZ3-NWC","https://en.wikipedia.org/wiki/Christine_Nielson_Dreier"
"Q64347171","GDVM-192",NA
"Q64397366","G72W-76X",NA
"Q64397849","KK9X-QZG",NA
"Q64578660","KBB8-1LY",NA
"Q64685659","MMJJ-BL2","https://en.wikipedia.org/wiki/Harriet_Downing"
"Q65509937","LKRN-1NB","https://en.wikipedia.org/wiki/Elizabeth_Cumings_Pierce"
"Q65588873","GLC3-Z9W",NA
"Q65589126","GQSS-4FZ","https://en.wikipedia.org/wiki/Ellen_Sergeant_Rude"
"Q65589184","L27R-1P9","https://en.wikipedia.org/wiki/Jenny_Terrill_Ruprecht"
"Q65665964","96NQ-L6L","https://en.wikipedia.org/wiki/Hilda_Siller"
"Q66699822","KCZZ-QLN","https://en.wikipedia.org/wiki/Beaumelle_Sturtevant-Peet"
"Q67503397","L63D-67M",NA
"Q73423229","LW48-V8D",NA
"Q73425923","G7TR-L7K",NA
"Q73425931","G94P-TJR",NA
"Q73425943","MFR5-GMG",NA
"Q73425965","276J-DBM",NA
"Q75247215","KP4S-FRH",NA
"Q75261491","K4DB-6ZV",NA
"Q75271618","LC5M-R86",NA
"Q75283681","KP3C-QC2","https://en.wikipedia.org/wiki/Malcolm_Vivian_Hay"
"Q75308930","K4PB-KCK",NA
"Q75315999","KFY6-1X5",NA
"Q75332357","GK9V-GQL",NA
"Q75333893","LK5V-69S",NA
"Q75342072","LHC4-7ZL",NA
"Q75345115","GS77-MCT",NA
"Q75352559","MD8C-79J",NA
"Q75356433","LRHN-BM8",NA
"Q75356436","MS23-JJF",NA
"Q75443846","GSY3-F31",NA
"Q75453107","L89N-DTX",NA
"Q75488223","LK5V-WGV",NA
"Q75488224","KG9B-RXS",NA
"Q75534037","G748-VKJ",NA
"Q75601780","MGBK-SYN",NA
"Q75614895","GLDS-GPX",NA
"Q75637651","G84V-59M",NA
"Q75637656","G2R8-YM2",NA
"Q75646911","277S-481",NA
"Q75646913","LHFQ-3BZ",NA
"Q75646916","277D-SWJ",NA
"Q75659863","LH54-JYF",NA
"Q75722866","MGMR-BMC",NA
